"NACCAGE","EDUC","SEX","RACE","mean.adj","sd.adj"
56,14,0,"White",31.2353873420267,1.83606835829286
57,14,0,"White",31.1635028469353,1.73240465411971
58,14,0,"White",31.0961830626119,1.64936217708391
59,14,0,"White",31.0333898974722,1.58502547353122
60,14,0,"White",30.9750635233699,1.53724592623459
61,14,0,"White",30.9211223755972,1.50387491796697
62,14,0,"White",30.8714631528842,1.4827638315013
63,14,0,"White",30.8258457264889,1.47176404961053
64,14,0,"White",30.7826271401794,1.46872695506761
65,14,0,"White",30.7374956102164,1.47150393064549
66,14,0,"White",30.683355434443,1.47801922372583
67,14,0,"White",30.6103269922842,1.48750514714612
68,14,0,"White",30.5062499177664,1.50032545538808
69,14,0,"White",30.362218002725,1.51688120961311
70,14,0,"White",30.1781141000135,1.53757347098261
71,14,0,"White",29.9626839441611,1.56280330065798
72,14,0,"White",29.7288132754072,1.59297175980061
73,14,0,"White",29.4888049637344,1.6284799095719
74,14,0,"White",29.2539496565083,1.66972881113326
75,14,0,"White",29.0343202160508,1.71708439265379
76,14,0,"White",28.8365105329476,1.77050416126744
77,14,0,"White",28.661374339356,1.82968212666604
78,14,0,"White",28.5041156312046,1.89430790691743
79,14,0,"White",28.3575444990869,1.96407112008942
80,14,0,"White",28.2153329591534,2.03866138424985
81,14,0,"White",28.0723109377392,2.11776831746653
82,14,0,"White",27.9244662713632,2.20108153780728
83,14,0,"White",27.7689040606349,2.28829066333993
84,14,0,"White",27.6033995632233,2.37916061814893
85,14,0,"White",27.4259510868258,2.47405438343034
86,14,0,"White",27.2347393430747,2.57362013721868
87,14,0,"White",27.0281274475369,2.67850781395704
88,14,0,"White",26.8046609197143,2.78936734808851
89,14,0,"White",26.5630676830434,2.90684867405615
90,14,0,"White",26.3022580648957,3.03160172630306
91,14,0,"White",26.0213247965774,3.1642764392723
92,14,0,"White",25.7195430133294,3.30552274740698
93,14,0,"White",25.3963702543275,3.45579212010198
94,14,0,"White",25.0514464626822,3.61442547526189
95,14,0,"White",24.6845939854388,3.78037765425228
96,14,0,"White",24.2958175735775,3.95260311081164
97,14,0,"White",23.8853043820132,4.13005629867847
98,14,0,"White",23.4534239695955,4.31169167159129
99,14,0,"White",23.000728299109,4.49646368328859
100,14,0,"White",22.527951737273,4.68332678750888
101,14,0,"White",22.0360110547414,4.87123543799067
21,15,0,"White",35.3185997586378,2.59849078231117
22,15,0,"White",35.231845773364,2.67189483708626
23,15,0,"White",35.1372956704035,2.74334615760814
24,15,0,"White",35.0356721378335,2.81089200962361
25,15,0,"White",34.9276761271694,2.87257965887948
26,15,0,"White",34.8139868533649,2.92645637112253
27,15,0,"White",34.6952617948121,2.97056941209957
28,15,0,"White",34.572136693341,3.00296604755739
29,15,0,"White",34.44522555422,3.02169354324279
30,15,0,"White",34.3151206461559,3.02480052671015
31,15,0,"White",34.1823925012934,3.01169198587611
32,15,0,"White",34.0475899152158,2.98567448741007
33,15,0,"White",33.9112399469444,2.95075184346886
34,15,0,"White",33.7738479189387,2.91092786620933
35,15,0,"White",33.6358974170967,2.87020636778829
36,15,0,"White",33.4978502907545,2.83259116036258
37,15,0,"White",33.3601466526862,2.80208605608903
38,15,0,"White",33.2232048791046,2.78269486712447
39,15,0,"White",33.0874216096604,2.77840382614194
40,15,0,"White",32.9531717474426,2.79034469713562
41,15,0,"White",32.8208084589786,2.81366342987235
42,15,0,"White",32.6906631742338,2.84275225375189
43,15,0,"White",32.563045586612,2.87200339817397
44,15,0,"White",32.4382436529553,2.89580909253835
45,15,0,"White",32.3165235935437,2.90856156624479
46,15,0,"White",32.1981298920959,2.90465304869302
47,15,0,"White",32.0832852957684,2.87847576928281
48,15,0,"White",31.9721908151564,2.82449367354423
49,15,0,"White",31.8650257242929,2.74147367482704
50,15,0,"White",31.7619475606494,2.63485228660147
51,15,0,"White",31.6630921251356,2.5106397513804
52,15,0,"White",31.5685734820994,2.37484631167669
53,15,0,"White",31.4784839593268,2.23348221000321
54,15,0,"White",31.3928941480424,2.09255768887284
55,15,0,"White",31.3118529029087,1.95808299079843
56,15,0,"White",31.2353873420267,1.83606835829286
57,15,0,"White",31.1635028469353,1.73240465411971
58,15,0,"White",31.0961830626119,1.64936217708391
59,15,0,"White",31.0333898974722,1.58502547353122
60,15,0,"White",30.9750635233699,1.53724592623459
61,15,0,"White",30.9211223755972,1.50387491796697
62,15,0,"White",30.8714631528842,1.4827638315013
63,15,0,"White",30.8258457264889,1.47176404961053
64,15,0,"White",30.7826271401794,1.46872695506761
65,15,0,"White",30.7374956102164,1.47150393064549
66,15,0,"White",30.683355434443,1.47801922372583
67,15,0,"White",30.6103269922842,1.48750514714612
68,15,0,"White",30.5062499177664,1.50032545538808
69,15,0,"White",30.362218002725,1.51688120961311
70,15,0,"White",30.1781141000135,1.53757347098261
71,15,0,"White",29.9626839441611,1.56280330065798
72,15,0,"White",29.7288132754072,1.59297175980061
73,15,0,"White",29.4888049637344,1.6284799095719
74,15,0,"White",29.2539496565083,1.66972881113326
75,15,0,"White",29.0343202160508,1.71708439265379
76,15,0,"White",28.8365105329476,1.77050416126744
77,15,0,"White",28.661374339356,1.82968212666604
78,15,0,"White",28.5041156312046,1.89430790691743
79,15,0,"White",28.3575444990869,1.96407112008942
80,15,0,"White",28.2153329591534,2.03866138424985
81,15,0,"White",28.0723109377392,2.11776831746653
82,15,0,"White",27.9244662713632,2.20108153780728
83,15,0,"White",27.7689040606349,2.28829066333993
84,15,0,"White",27.6033995632233,2.37916061814893
85,15,0,"White",27.4259510868258,2.47405438343034
86,15,0,"White",27.2347393430747,2.57362013721868
87,15,0,"White",27.0281274475369,2.67850781395704
88,15,0,"White",26.8046609197143,2.78936734808851
89,15,0,"White",26.5630676830434,2.90684867405615
90,15,0,"White",26.3022580648957,3.03160172630306
91,15,0,"White",26.0213247965774,3.1642764392723
92,15,0,"White",25.7195430133294,3.30552274740698
93,15,0,"White",25.3963702543275,3.45579212010198
